,Fecha,Año,Trimestre,Provincia,Tot_Vel_Media_DL_Trim_x_Prov,Tot_Acc_ADSL_x_Prov,Tot_Acc_CaModem_x_Prov,Tot_Acc_FO_x_Prov,Tot_Acc_Wireless_x_Prov,Tot_Acc_Otros_x_Prov,Tot_Acc_x_Prov,Tot_pntrcion_x_c100_Habi_x_Prov,Tot_pntrcion_x_c100_Hoga_x_Prov,Tot_Acc_rango_0->512_kbps_x_Prov,Tot_Acc_rango_0.512->1_Mbps_x_Prov,Tot_Acc_rango_1->6_Mbps_x_Prov,Tot_Acc_rango_6->10_Mbps_x_Prov,Tot_Acc_rango_10->20_Mbps_x_Prov,Tot_Acc_rango_20->30_Mbps_x_Prov,Tot_Acc_rango_>30_Mbps_x_Prov,Tot_Acc_rango_Otros_Mbps_x_Prov,Tot_Acc_rango_Mbps_x_Prov,Tasa_Crec_Accesos_x_Prov,Tasa_Crec_Pntcion_xc100_Hoga_x_Prov,Tasa_Crec_Pntcion_xc100_Habi_x_Prov,Tasa_Crec_Acc_ADSL_x_Prov,Tasa_Crec_Acc_CaModem_x_Prov,Tasa_Crec_Acc_FO_x_Prov,Tasa_Crec_Acc_Wireless_x_Prov,Tasa_Crec_Acc_Otros_x_Prov,Tasa_Crec_Acc_rango_0->512_kbps_x_Prov,Tasa_Crec_Acc_rango_0.512->1_Mbps_x_Prov,Tasa_Crec_Acc_rango_1->6_Mbps_x_Prov,Tasa_Crec_Acc_rango_6->10_Mbps_x_Prov,Tasa_Crec_Acc_rango_10->20_Mbps_x_Prov,Tasa_Crec_Acc_rango_20->30_Mbps_x_Prov,Tasa_Crec_Acc_rango_>30_Mbps_x_Prov,Tasa_Crec_Acc_rango_Otros_Mbps_x_Prov
279,2016-10-01,2016,4,Santa Cruz,3.56391640895886,15607.0,2722.0,1055.0,4823.0,2257.0,26464.0,7.94078021526284,27.0467602148458,189.0,23.0,31369.0,342.0,80.0,10.0,0.0,0.0,32013.0,8.842097046454667,8.597125728026223,8.597790277046391,-3.5940689803373838,9.177331737409089,5.325077399380795,59.94764397905759,10482.758620689656,0.0,-53.4466769706337,5.265350762981091,4.562909419471417,-15.382630016776355,23.121387283237006,41.55895804334857,0.0
307,2017-01-01,2017,1,Santa Cruz,3.59193007563632,15502.0,2722.0,1272.0,4733.0,2257.0,26486.0,7.89382704275053,26.5249917378546,190.0,23.0,31078.0,474.0,68.0,30.0,0.0,0.0,31863.0,1.7357751398296095,1.7357751398294985,1.48420162708085,0.4683448288027581,4.376393996021455,2.5210084033613356,3.8136295805007547,0.0,-0.034916201117318746,-7.281906667879556,-0.050940476533745116,7.726132598395941,26.147197152663026,8.47457627118644,12.5,0.0
319,2017-04-01,2017,2,Santa Cruz,3.60311348968991,15311.0,2722.0,1365.0,4735.0,2255.0,26388.0,7.81200042630289,26.2486198287096,188.0,24.0,30913.0,541.0,66.0,33.0,0.0,0.0,31765.0,2.3116733755031538,2.0718452722216396,2.0701946365685453,-1.4244688057551191,4.1529809893500635,-0.08316008316008316,22.57776333955981,0.0,0.0,10.62477075437096,1.7319683672281094,2.4253982499438997,-8.541174411481578,25.799200799200793,14.628378378378383,0.0
350,2017-07-01,2017,3,Santa Cruz,3.61047050575864,19220.0,5487.0,1544.0,4552.0,2887.0,33690.0,9.90736656374063,33.2918297165896,188.0,23.0,29102.0,542.0,66.0,33.0,1.0,0.0,29955.0,2.59519408502773,2.595194085027841,2.3571615771702303,2.2562449637389292,1.9364833462432118,0.0,21.98100407055632,-72.0,-1.0101010101010055,-5.588533371941507,0.7510353056783936,14.573070607553372,39.12386706948641,47.47081712062258,100.0,0.0
365,2017-10-01,2017,4,Santa Cruz,5.20658482887451,18614.0,1668.0,582.0,4638.0,3950.0,29452.0,8.60382164860814,28.9124928828068,68.0,78.0,29073.0,655.0,100.0,1.0,3.0,0.0,29978.0,2.7139412974718446,2.495279319142396,2.49560284832131,-2.8976517501107635,10.256410256410264,47.02127659574469,3.8587311968606874,161.29032258064515,0.0,-88.4551769765134,14.845137535196006,1.8487077909828287,-7.1230752187880775,25.72653644592664,36.51753325272067,0.0
401,2018-01-01,2018,1,Santa Cruz,5.18928995085579,18615.0,4474.0,1799.0,6734.0,2783.0,34405.0,9.98473486255572,33.5527598985762,26.0,120.0,28600.0,655.0,100.0,1.0,3.0,4267.0,33772.0,1.3714044588227114,1.079956295935025,1.077346852664074,0.16003793491790042,6.062316550011282,-9.090909090909093,0.0,-77.14285714285715,8.36012861736335,-2.6203845499404466,-0.2972320267508821,5.663894465156294,16.706067769897558,-2.3809523809523836,100.0,0.0
420,2018-04-01,2018,2,Santa Cruz,5.18928995085579,18615.0,4474.0,585.0,6734.0,3997.0,34405.0,9.91958805094006,33.3323645100661,26.0,120.0,28600.0,655.0,100.0,1.0,3.0,4267.0,33772.0,-1.0256718365104889,-1.2824135474512,-1.284569673016589,-4.712066457032904,-10.097993928995642,31.735326987552504,-15.165165165165162,-40.20125786163522,0.0,3.861442362294154,-12.117790524366557,-3.253477115372827,-0.3612583392664126,-4.6875,5.962535778048572,0.45045045045044585
433,2018-07-01,2018,3,Santa Cruz,5.36971571660038,18606.0,4574.0,585.0,6238.0,3996.0,33999.0,9.7389874592526,32.7278502945593,26.0,116.0,32815.0,778.0,206.0,1.0,3.0,0.0,33945.0,-8.081698037645179,-8.081698037645191,-8.294514288393607,-0.04984113139367974,1.0047142015321198,-4.460966542750933,-47.46412336215349,-4.283604135893649,-2.973056673892849,3.52144469525959,-10.946377624423908,8.333333333333325,0.0,0.0,0.0,0.0
479,2018-10-01,2018,4,Santa Cruz,5.11950736477287,10659.0,4615.0,382.0,6378.0,2734.0,24768.0,7.04908001650705,23.6891941006561,25.0,115.0,23107.0,779.0,206.0,1.0,4.0,531.0,24768.0,1.587013144345506,1.5870131443453728,1.2325760673361774,1.5914474883071072,0.0,0.0,0.0,0.0,0.0,-5.928466438020575,0.09897723523588642,11.343283582089558,29.79719188767551,0.0,0.0,0.0
484,2019-01-01,2019,1,Santa Cruz,5.77999297039756,10659.0,4615.0,382.0,6514.0,2735.0,24905.0,7.04269163445306,23.6676549967689,25.0,128.0,21990.0,2731.0,702.0,26.0,4.0,0.0,25606.0,-3.6266981689308864,-3.6266981689309863,-3.958707986668597,-3.6765141199455287,0.0,6.666666666666665,0.0,27.27272727272727,0.0,-29.927628778203484,-0.5265331406153262,0.5428226779252032,7.2343149807938545,18.181818181818187,50.0,0.0
507,2019-04-01,2019,2,Santa Cruz,6.00804731756081,10665.0,10257.0,379.0,6514.0,2735.0,30550.0,8.58406482865588,28.8460630553221,25.0,84.0,24861.0,3806.0,1202.0,28.0,4.0,6514.383299798793,30010.0,0.9694292688597006,0.6488644871474936,0.6497028943390548,-11.818533316148994,2.360604679428735,2.647350044296215,0.0,0.0,0.0,-5.35714285714286,-10.600817867253854,-13.239074550128539,1.7006802721088343,-2.736726874657913,3.0049059689288615,0.0
547,2019-07-01,2019,3,Santa Cruz,5.01774694095645,10663.0,17056.0,969.0,6544.0,2738.0,37970.0,10.6015551925842,35.6281609788596,28.0,84.0,31612.0,4472.0,1203.0,27.0,4.0,0.0,37430.0,4.551084438088759,4.296610560599068,4.295996016201786,-34.58031790454118,0.42949176807445255,55.38191246688109,13.089725367933603,124.51690821256038,333.3333333333333,4619.354838709678,-56.26024718346492,139.77848101265823,20.0964424857891,145.14218009478674,255.8163797600417,632.0
574,2019-10-01,2019,4,Santa Cruz,5.20792506406971,13264.0,15899.0,1036.0,6800.0,2371.0,39370.0,10.9234277977238,36.7113630853583,67.0,0.0,32368.0,4346.0,2224.0,7.0,8.0,350.0,39370.0,3.4028026593415417,3.099365032725432,3.098700110480279,-0.35592860178496055,8.181403828623512,-13.636363636363635,0.0,500.0,-0.472589792060496,-5.408682997817127,-2.743589743589747,1.4161697649947458,-6.904194371262495,136.55997918293,45.40138224348751,0.0
581,2020-01-01,2020,1,Santa Cruz,6.41717062736403,12845.0,15766.0,1026.0,6817.0,2368.0,38822.0,10.7041725372986,35.9742762889655,67.0,11.0,27447.0,4993.0,5169.0,529.0,119.0,0.0,38335.0,0.7563328767741906,0.4771974829167025,0.473821305529043,-1.589222184096939,2.4894199651481097,52.67034990791897,-0.47505938242280443,0.008150623522706901,0.0,-13.387241689128482,-4.891957438440864,7.266751871462485,-26.947040498442366,-14.696536383857639,104.82224135810063,0.0
607,2020-04-01,2020,2,Santa Cruz,6.59320241817803,12845.0,16044.0,1027.0,6585.0,2368.0,38869.0,10.6506751720812,35.792623969796,66.0,0.0,26938.0,4166.0,6541.0,546.0,119.0,493.0,38869.0,2.238307117043714,2.2383071170436697,1.8544406522070567,-0.9259648975125212,6.316869868126407,1.953125,5.732958305757774,-5.439189189189186,-7.387862796833778,-8.886301901435779,2.4013764590837594,25.882352941176467,27.071551512171133,0.0,44.736842105263165,0.0
632,2020-07-01,2020,3,Santa Cruz,6.64936371202663,12845.0,16098.0,1027.0,6938.0,2373.0,39281.0,10.6972070325265,35.9515289078445,66.0,0.0,26888.0,4015.0,6730.0,629.0,120.0,833.0,39281.0,1.1276672694394252,0.8190929586375573,0.8159570884779255,-1.4393511285443639,1.5187783739166294,5.3524553428516475,0.27057966489749674,0.0,0.0,0.0,-0.4712976279174552,-0.753099293245274,6.18293306080735,-38.902910987716645,7.241519774848171,-1.169176262178917
651,2020-10-01,2020,4,Santa Cruz,7.49210862811905,12347.0,19657.0,1041.0,4659.0,2970.0,40674.0,11.0086826606617,36.999572459088,47.0,0.0,27173.0,4382.0,6634.0,1033.0,647.0,758.0,40674.0,0.8984371043382344,0.8984371043380568,0.5402295622010778,0.10189097665498359,3.2815593117100583,0.10917030567685337,-1.2149262366213498,-0.14836795252225476,-1.2012891883973031,-1.5027624309392307,1.5212563814930968,2.0618556701030855,18.086419753086425,0.0,21.568627450980383,0.0
689,2021-01-01,2021,1,Santa Cruz,7.50153184753176,12347.0,23089.0,5975.0,4264.0,390.0,46065.0,12.3918254034438,41.6478310399074,50.0,0.0,30655.0,8334.0,6987.0,1337.0,647.0,1945.0,46065.0,0.7492605980939926,-45.232297037774174,-55.46572597242203,0.9708605105905876,-0.19386475082677768,0.0,-12.5,1.5845070422535246,-97.28666673151363,112.29077631661627,-51.46586567369423,-78.40843083993624,-98.95525724918856,-100.0,-100.0,-100.0
709,2021-04-01,2021,2,Santa Cruz,7.6296670052024,12347.0,22967.0,6328.0,4269.0,3071.0,48982.0,13.096756425785,44.0149166554342,50.0,0.0,30595.0,8463.0,6888.0,1575.0,676.0,735.0,48982.0,4.813997941479187,4.476129697416398,4.477344104893399,-7.522908660951821,7.612241727512825,12.05564142194746,6.607929515418509,403.6189462480043,0.0,-76.98487712665406,0.665046249409218,1.2337893784443388,-25.966826713225664,29.444802504373445,188.18019625334523,758400.0
729,2021-07-01,2021,3,Santa Cruz,7.69232694181298,12347.0,22961.0,6328.0,4269.0,3071.0,48976.0,13.0162543718839,43.7473202801201,50.0,0.0,30561.0,8365.0,6799.0,1788.0,678.0,735.0,48976.0,-0.7492815277456044,-1.0301953818827703,-1.0271460014673606,-16.879034286193306,-0.6444780635400882,5.111872999366307,0.0,0.0,2.6315789473684292,-7.88336933045356,-5.359754314126941,-2.8017976135130906,-17.951127819548873,9.677419354838701,2.495026939493594,-1.5798976828167333
758,2021-10-01,2021,4,Santa Cruz,8.99065098447755,10790.0,22902.0,10031.0,4346.0,417.0,48486.0,12.8088213538475,43.0512146611735,52.0,297.0,20305.0,11641.0,13054.0,1770.0,876.0,491.0,48486.0,-6.118173471103239,-6.365238325732825,-6.3656011818963965,-0.04988526389304582,-24.05941667570205,19.785805046287884,-25.351208728517438,-0.31839622641509635,-47.916666666666664,0.0,-6.424930561914355,4.078762306610417,-21.48874253331291,709.7560975609756,114.84375,10.55421686746989
768,2022-01-01,2022,1,Santa Cruz,10.89,10537.0,23420.0,10766.0,3974.0,405.0,49102.0,12.8942973288096,43.3384231105305,51.0,6898.0,12710.0,11502.0,12277.0,2628.0,2551.0,485.0,49102.0,-4.243025735257988,-4.482412060301499,-4.498816101026049,-44.29838207840697,-4.784350695262784,97.03859978121581,7.452537422416938,-3.7118504261754226,0.0,0.0,-27.569798010049585,14.160948222083602,-10.291235894317186,-2.2010128554733166,-0.8122911251392528,36.33445945945945
811,2022-04-01,2022,2,Santa Cruz,11.81,10170.0,23725.0,10815.0,3896.0,579.0,49185.0,12.8396228385264,43.15,52.0,6841.0,12348.0,11369.0,11885.0,2454.0,3592.0,644.0,49185.0,3.901434340004273,3.593212820228442,3.604651162790695,-21.422887155817282,-1.963121362967113,124.32393555811277,-1.2589609139498914,-36.701030927835056,0.0,0.0,-1.1729452054794476,-0.8328844321054185,-6.611025697342409,-1.3042790893760592,149.4214876033058,-45.45183417834775
839,2022-07-01,2022,3,Santa Cruz,12.6,10170.0,24047.0,10815.0,3896.0,582.0,49510.0,12.85,43.19,52.0,6841.0,12342.0,11313.0,11378.0,2333.0,4604.0,647.0,49510.0,24.288052373158763,23.511346801574007,23.502739135815975,-0.018752930145338187,66.28643852978453,155.67282321899737,0.4605465151980459,0.1096892138939598,12.00000000000001,0.0,27.15498169824222,17.49868628481346,0.08319467554076532,-3.57142857142857,0.0,-100.0
843,2022-10-01,2022,4,Santa Cruz,14.33,9702.0,23876.0,12217.0,3746.0,662.0,50203.0,12.95,43.53,51.0,6810.0,11616.0,11509.0,10374.0,3236.0,5559.0,1048.0,50203.0,1.0599706707144607,0.4439600130535126,0.43689118007534944,0.0,0.33657442034404905,0.0,5.360668185269546,0.21114864864864025,0.0,0.0,-0.18561140396465836,-3.6245799327892514,2.889466442439992,15.201465201465192,0.8403361344537785,68.96551724137932
887,2023-01-01,2023,1,Santa Cruz,14.98,9702.0,23839.0,12217.0,3660.0,943.0,50361.0,12.92,43.42,51.0,6810.0,11528.0,11380.0,9861.0,3697.0,5990.0,1044.0,50361.0,2.2185609428666098,2.0245748775216788,2.0242749815337913,-2.6368322764539043,2.2027712681151446,37.11861070405285,4.311273981461516,-9.918682343191588,-8.80281690140845,-28.203062046736505,-3.2720421086181117,2.2128487669336616,2.3356316846734337,10.796469207612635,7.4486374559512125,-12.58842265101292
898,2023-04-01,2023,2,Santa Cruz,15.48,9019.0,23896.0,11269.0,3660.0,758.0,48602.0,12.39,41.66,49.0,6720.0,10609.0,11253.0,9733.0,3667.0,6315.0,256.0,48602.0,0.5065783745286323,0.3298236711911873,0.32271077047196783,-14.120971316406006,-0.45412578909047596,7.985126909752349,0.9312548148819433,-7.33742500517206,0.0,2.1791767554479424,-3.7838140576869184,-2.2939445885841403,-8.988701585669222,-15.711147038096417,7.021513471950791,-42.356749757202984
920,2023-07-01,2023,3,Santa Cruz,15.67,8376.0,23931.0,11270.0,3660.0,750.0,47987.0,12.17,40.89,50.0,6722.0,10612.0,10853.0,9565.0,3643.0,6542.0,0.0,47987.0,1.0335512192768848,0.7665276595598458,0.7676209666761968,-2.6653725548753227,2.4563138806462215,0.0,16.06145251396649,0.0,0.0,-6.63230240549828,0.15497118504528284,-1.0204081632653073,-4.957958828645981,-6.060606060606055,1450.0,0.0
954,2023-10-01,2023,4,Santa Cruz,36.77,7768.0,15669.0,55246.0,7687.0,661.0,87031.0,21.94,73.75,1953.317,8864.257,132772.534,38408.51,37138.329,20091.33,122209.765,6514.383299798793,367909.447,1.7794544786832622,-0.9466473632213868,1.0917909304495321,0.0,12.392466868170192,0.0,0.0,0.0,0.0,0.0,1.0440266976915025,0.0,0.0,0.0,0.0,0.0
974,2024-01-01,2024,1,Santa Cruz,31.6,7768.0,14435.0,49545.0,7799.0,661.0,80208.0,20.1,67.58,50.0,427.0,7764.0,9577.0,7182.0,7070.0,14335.0,33803.0,80208.0,2.039682940374621,1.4207162649292782,1.4226113079002678,0.0,3.056091380158099,0.0,0.0,0.0,0.0,0.0,-2.2942278689273787,-76.00915182219316,23.448670288818985,-0.4098360655737654,-0.32537960954447387,76.92077727952167
985,2024-04-01,2024,2,Santa Cruz,29.89,7768.0,14134.0,49545.0,11353.0,661.0,83461.0,20.8,69.92,56.0,434.0,7768.0,9578.0,10592.0,8874.0,12374.0,33785.0,83461.0,4.883281401644779,4.285040113260963,4.266157274753257,0.0,6.344711634183575,0.0,0.0,0.0,8778.713636363636,962.8605515587531,1158.507431279621,201.69279710941797,82.19352923861851,290.12291262135926,2924.994183168317,29.76859162945802
1028,2024-10-01,2024,4,Santa Cruz,24.720245470900192,112930.8609731877,182158.2810327706,48556.98609731877,12542.229394240318,6497.041708043694,362685.3992055611,15.72724750646932,52.794973016863175,50.0,500.0,7764.0,10783.0,11558.0,3628.0,19314.0,33434.0,87031.0,-0.08328425064807465,-0.35912504080966023,-0.3295978905735075,-10.852679727280567,-1.3531272815770268,2.472661276678645,6.580234833659482,-1.147227533460804,4908.505128205128,617.1728964401294,551.5484051428011,53.47442659633981,45.50926223406337,1130.3325168401716,-36.36598351479555,870.8469895378231
13,2014-01-01,2014,1,Santa Fe,3.14740684527868,322662.0,174296.0,3059.0,5951.0,644.0,506612.0,15.72724750646932,52.794973016863175,1953.317,8864.257,132772.534,38408.51,37138.329,20091.33,122209.765,6514.383299798793,367909.447,-3.4723093169322095,-3.929829260870843,-3.7261576803206187,-11.584886395267247,4.722281157879871,0.24655205782613265,1.6745283018867907,0.06573001396763534,25.44457370782782,-43.4304916704402,-7.17025280325857,-25.677889216161464,9.504144859991603,2.333483620528498,107.08551953002376,0.0
31,2014-04-01,2014,2,Santa Fe,3.31169104109792,324101.0,178495.0,3085.0,6041.0,636.0,512358.0,15.2169574282303,48.3903513867014,8515.0,115197.0,353559.0,23939.0,10058.0,34.0,792.0,0.0,512094.0,6.05765958252511,5.554959545235061,5.809881062379896,-27.214633388478294,4.277466446540812,32.79208864368521,5.538643244502106,13.726492548873814,1.6884897695802925,-64.60239494044752,-68.17230869118256,33.503121058379314,110.27704886726126,1.6722251902259844,31.323274781993547,135.99917763157893
50,2014-07-01,2014,3,Santa Fe,3.37559291224911,325577.0,183630.0,4407.0,6540.0,733.0,520887.0,15.4379886546179,49.1958844455727,8230.0,112593.0,357615.0,23962.0,12124.0,38.0,806.0,0.0,515368.0,-0.1342499059813318,-0.13428777757367172,-0.17391794161075724,0.13456020579796224,0.9971742139563089,-36.017304836314324,1.9739793629430347,-0.23459493274945453,-1.2630718954248388,-5.616511875267527,-2.727962287165797,7.775527408396443,13.121926006144612,52.26662984297326,8.75114747555379,0.0
74,2014-10-01,2014,4,Santa Fe,3.78070786071651,335267.0,183009.0,3205.0,6282.0,1634.0,529397.0,15.6575328569008,49.9996230234827,8707.0,99962.0,359293.0,36718.0,21098.0,869.0,824.0,0.0,527471.0,-0.09098595236326501,-0.0009247810139667578,-0.11301158463076222,-22.072469244657178,1.0922677242898526,39.65693804403483,-6.271661990427468,1.9611181097000552,90.84745762711866,181.0945273631841,-69.97477353514505,22.213600346201478,66.2309915797411,-9.179342058719486,6.762280407243471,0.0
103,2015-01-01,2015,1,Santa Fe,4.06328306840814,328809.0,199037.0,2845.0,4239.0,1507.0,536437.0,15.8327732920364,50.2444947593192,6883.0,93096.0,360964.0,45270.0,27597.0,1542.0,900.0,0.0,536252.0,0.4242156429518307,0.19480843406718407,0.19521882421336123,0.5274725274725167,0.0,0.0,0.0,0.0,0.0,-16.643646408839775,-0.9884901828029813,-0.5370219690805533,22.8313082791749,-12.195121951219512,50.0,0.0
135,2015-04-01,2015,2,Santa Fe,4.30319618165638,333117.0,204685.0,2877.0,4320.0,1389.0,546388.0,16.0930258586793,51.1765389086788,6827.0,86016.0,364441.0,53205.0,33894.0,1856.0,1014.0,0.0,547253.0,1.8151893903253447,1.8151893903251448,1.536401492496986,0.9234852152706807,3.5959581430472065,3.910614525139655,0.0,0.0,-16.666666666666664,-6.3754747693977265,-0.8832621816575847,7.586987270155587,18.320972068802277,24.238578680203048,5.369127516778516,0.0
166,2015-07-01,2015,3,Santa Fe,4.55989545240263,337042.0,209673.0,4169.0,4426.0,1428.0,556738.0,16.3639671637834,52.1459547408435,6767.0,80817.0,363177.0,59531.0,42021.0,2320.0,1133.0,0.0,555766.0,-0.41209755549627136,-0.6488991888760176,-0.607111882046818,-10.017417502236025,-1.2893770481005151,4.41956748934802,1.5352493244902954,0.0,0.0,-12.683823529411764,-3.1959240389069055,-6.675444371296901,-3.6615344805278838,-0.3973509933774877,1.2766001469021182,1.0134279199391916
190,2015-10-01,2015,4,Santa Fe,4.80987377455356,339843.0,212911.0,2885.0,4596.0,1437.0,561672.0,16.4749431693188,52.6080897858581,6659.0,75770.0,361264.0,60985.0,51258.0,3079.0,1189.0,0.0,560204.0,3.154210254166512,2.712896225431205,2.7083182496016267,-0.0814456604734004,17.732632331172482,0.0,-1.7981520966595554,-0.014861049190073583,0.0,-11.630507716394545,6.423047267459525,14.769975786924938,13175.0,12360.0,1722.2222222222222,-100.0
204,2016-01-01,2016,1,Santa Fe,4.89813602895205,338052.0,204816.0,3014.0,4686.0,1428.0,551996.0,16.1578043492324,51.2773408540762,6492.0,71565.0,353525.0,64117.0,51293.0,3754.0,1063.0,0.0,551809.0,7.061406791925551,6.635720773590648,6.635635319584732,-4.8057634649813386,16.120323277363614,-4.87830139823926,9.097393102956385,11.746908009979308,-10.317460317460315,29.598145285935097,-3.656315739897642,-19.490497371613426,6.110665597433851,139.9826989619377,383.9876033057851,-0.989659328807968
227,2016-04-01,2016,2,Santa Fe,5.13859853091851,336244.0,219088.0,2981.0,4744.0,1417.0,564474.0,16.48911930902,52.4364772593711,9486.0,67325.0,374960.0,68505.0,60469.0,6509.0,1277.0,0.0,588531.0,0.7295520418502788,-0.075202822865017,0.4607009736442125,-0.5024187237675171,1.4290947799159515,44.62589073634204,1.6883573689764342,76.67934093789609,0.0,-2.20558202859088,-3.23468719494866,5.18815894107687,9.481581278606232,23.1401216198732,28.953922789539234,0.0
243,2016-07-01,2016,3,Santa Fe,5.67726376156478,334911.0,223011.0,3037.0,4862.0,1190.0,567011.0,16.5293619323644,52.6721503688625,3958.0,49501.0,360606.0,72657.0,69864.0,10210.0,1308.0,0.0,568104.0,0.9061693739123022,0.6540399836862276,0.6542276071536568,-2.6350431569656996,1.2230209277022341,7.175608979461878,2.4797925303348567,-2.6859032846715314,-21.84873949579832,0.0,-1.47188120746361,-0.12568200972926657,-9.197163741623182,2.8151914644423126,4.691164565594819,-6.566922169811318
270,2016-10-01,2016,4,Santa Fe,6.04023332894067,326721.0,225792.0,3201.0,4946.0,1172.0,561832.0,16.3450119715011,52.191050237189,4966.0,40102.0,349722.0,74401.0,77667.0,13155.0,1529.0,0.0,561542.0,0.5811841627315628,-0.13062901430384022,0.34349104423316845,0.02182572161291141,1.5779280566403209,1.2875536480686733,0.0,0.0,0.0,-1.1294810934686539,-1.7267068068170244,1.9765195422796866,5.133846718005142,24.255319148936174,29.487179487179493,0.0
309,2017-01-01,2017,1,Santa Fe,6.28403648689241,327458.0,226094.0,3210.0,4948.0,1172.0,562882.0,16.3422547458363,51.9701076920804,4966.0,39463.0,340418.0,77152.0,83008.0,15775.0,1831.0,0.0,562613.0,0.3882000953272513,-0.5953039485773193,0.14155624001408462,-0.7737996016949911,2.8776843721330714,19.672131147540984,-0.031118717908817928,-0.5154639175257714,-0.03490401396160081,-6.005401684054446,-0.08347405587963985,3.2804730942363802,2.8460637986537973,14.536340852130337,1.2269938650306678,0.0
315,2017-04-01,2017,2,Santa Fe,6.8387492504462,329813.0,228102.0,3234.0,4958.0,1173.0,567280.0,16.4365192755623,52.2696112396987,4967.0,38721.0,311830.0,92854.0,97563.0,16794.0,4275.0,0.0,567004.0,1.4950856992754336,1.253137310122554,1.25136165184494,-0.49395710421109573,2.876570583887661,603.1496062992126,-3.148263027295284,-11.267605633802813,0.6547619047619024,-5.022658610271902,-6.119400126410146,2.744019138755971,23.325114776398582,48.924731182795696,191.25151883353584,0.0
359,2017-07-01,2017,3,Santa Fe,7.79221514839974,322953.0,290655.0,6338.0,4897.0,37499.0,662342.0,19.1521648988496,60.9063556345152,3116.0,34019.0,320017.0,104453.0,125339.0,24536.0,12982.0,0.0,624462.0,-0.15262420183772551,-0.3719262820168323,-0.3723569622803846,3.3690996599991196,2.3034037558685494,-95.56074766355141,-27.202543142597634,325.0,4.421448730009403,9.284176533907429,-3.8685282140779487,-6.169269327164062,15.5217965653897,8.676307007786432,79.52069716775598,0.0
362,2017-10-01,2017,4,Santa Fe,10.2974946018472,341680.0,293831.0,10602.0,10965.0,15382.0,672460.0,19.405680474329,61.7127712196729,3109.0,34132.0,309998.0,108939.0,151329.0,30736.0,19602.0,14119.0,671964.0,0.698029357633434,0.48361015357689663,0.4810816636791726,-3.253621033852949,3.8024893995349363,4438.888888888889,0.0,0.0,0.0,-5.689461883408075,0.9594359409165865,1.6035548686244239,-4.019738871183309,31.68316831683169,15.366049879324217,0.0
391,2018-01-01,2018,1,Santa Fe,11.173305005746,341997.0,300421.0,10674.0,11636.0,15298.0,680026.0,19.5846823687574,62.2819984430096,1359.0,33639.0,262008.0,108576.0,188900.0,39589.0,22801.0,23181.0,680053.0,1.6915726904060957,0.4607047580225565,1.3825040706245462,0.4976235286612063,10.146192450360036,0.0,-100.0,227.27272727272728,30.744680851063833,-6.454397237939968,0.5977710233029399,14.406041243101942,29.67741935483872,0.0,0.0,0.0
413,2018-04-01,2018,2,Santa Fe,11.7488846228176,337934.0,304349.0,11354.0,15801.0,15114.0,684552.0,19.6755915306821,62.5707923995744,744.0,34267.0,262603.0,112143.0,175540.0,50525.0,26512.0,22257.0,684591.0,13.160015267823066,12.85631767466555,12.853476425267774,-0.28741782602048627,48.1380656428168,119.73502076329838,0.0,-73.76980316850697,0.0,0.0,5.182008642136959,0.4468105333206518,68.4669573968467,40.191387559808625,61.813741106509504,-81.48819230536934
434,2018-07-01,2018,3,Santa Fe,12.3573260434886,339126.0,312866.0,11749.0,16337.0,15022.0,695100.0,19.9391069827321,63.4096146162309,467.0,36786.0,269211.0,115907.0,162545.0,62479.0,31266.0,13911.0,692572.0,9.266294876263515,8.259489112470142,9.013897600949017,-18.07641962226516,15.431288468831127,525.4863813229572,4.580929759077024,-6.79012345679012,-3.303542930098946,17.08097107137665,23.324205914567365,0.0,100.0,225.0,0.0,0.0
466,2018-10-01,2018,4,Santa Fe,13.1792348999695,335519.0,322782.0,14387.0,18705.0,28997.0,720390.0,20.6237364064387,65.5870688619156,335.0,31397.0,276301.0,121009.0,152039.0,74432.0,36427.0,28450.0,720390.0,2.049682912301609,1.845991561181437,1.8571886007044514,-9.454078355812456,-1.0269788330086183,14.556858911697624,0.5401350337584487,1.2638230647709303,0.0,-17.07172495554238,-4.380630202592273,11.379910973485586,14.81400676339042,-1.250279080151817,7.7086387302229165,5.802345894684313
488,2019-01-01,2019,1,Santa Fe,12.986963477266,340038.0,340344.0,15621.0,23215.0,17860.0,737078.0,21.0598949173879,66.9740909479148,333.0,29350.0,296798.0,122959.0,153212.0,74575.0,36502.0,18591.0,732320.0,0.5412902355864668,0.2005665879245555,0.19936702562295405,1.64683255198943,0.0,0.0,0.3968253968253954,24.0,-43.75,-0.6012024048096198,-0.25683674966978653,4.719158758656072,3.729478943611708,-4.347826086956519,0.0,0.0
524,2019-04-01,2019,2,Santa Fe,15.0745490588903,325420.0,355140.0,18236.0,21980.0,22708.0,743484.0,21.2011304851442,67.4229199332195,321.0,8427.0,300124.0,125176.0,129741.0,100131.0,49865.0,22323.0,736108.0,0.0017563682987331575,-1.1253474763301408,-0.28105593403973117,0.0039140730496489695,0.0,0.15552099533437946,-10.526315789473683,-0.16008537886873508,-2.4896265560165998,-8.695652173913048,0.3760323719801617,23.684210526315795,4.878048780487809,0.0,30.76923076923077,0.0
